id,target,prediction
565-AlP-M_i_neut-Pb-POSCAR23.cif,6.935306,7.070949
1396-CdS-M_i_neut-Tl-POSCAR14.cif,3.528345,3.433862
1103-CdSe-M_i_neut-Li-POSCAR35.cif,0.956477,0.680218
497-CdTe-M_i_neut-La-POSCAR9.cif,4.666003,4.562056
278-CdTe-M_B-Sb-POSCAR4.cif,0.788218,0.789256
1431-CdS-M_i_neut-Ag-POSCAR31.cif,2.40448,2.33883
737-SiC-M_i_A-Ru-POSCAR4.cif,9.616928,10.016729
277-SnC-C_i_A-POSCAR0-Neutral.cif,7.047025,6.674946
1188-CdS-M_A-Sc-POSCAR4.cif,1.161516,1.006824
996-CdSe-M_i_A-Mg-POSCAR0.cif,2.437383,2.33698
708-Ge-M_i_neut-Zn-POSCAR1.cif,2.300987,2.263692
1103-CdSe-M_i_neut-Li-POSCAR53.cif,0.999369,0.729374
312-GeSn-Ge_i_neut-POSCAR27-Neutral.cif,2.591117,2.549877
1406-CdS-M_i_neut-O-POSCAR8.cif,4.309278,4.302665
1148-CdSe-M_i_neut-Pd-POSCAR2.cif,2.278893,2.155417
112-CdO-M_i_A-Ta-POSCAR5.cif,12.479706,10.738742
161-CdSe-M_A-Tl-POSCAR3.cif,1.235646,1.169154
1090-CdSe-M_i_B-Tc-POSCAR4.cif,4.580395,4.415738
817-SiGe-M_i_B-C-POSCAR16.cif,6.931361,6.913658
1129-CdSe-M_i_neut-F-POSCAR6.cif,2.645833,2.507827
250-Sn-V_Sn-POSCAR5-Neutral.cif,1.835885,1.728489
836-SiSn-M_B-Hg-POSCAR2.cif,2.350671,2.205094
50-Cd_Te0.625_Se0.375-Cd_i-POSCAR3-Neutral.cif,1.74,1.72459
554-AlN-M_i_B-Ca-POSCAR5.cif,12.49854,12.301702
815-SiGe-M_i_A-Be-POSCAR2.cif,2.594592,2.492945
1337-CdS-M_i_B-Ba-POSCAR1.cif,5.176369,5.220778
220-InP-P_i_neut-POSCAR9-Neutral.cif,3.751579,3.561951
1389-CdS-M_i_neut-Mg-POSCAR9.cif,3.027151,2.939971
1192-CdS-M_A-Fe-POSCAR4.cif,1.210837,1.133659
175-CdSe-M_i_A-K-POSCAR1.cif,1.526889,1.25573
1145-CdSe-M_i_neut-Tc-POSCAR24.cif,4.64055,4.58002
1110-CdSe-M_i_neut-Sr-POSCAR7.cif,3.775138,3.66547
163-CdSe-M_A-C-POSCAR9.cif,6.231954,6.425364
1049-CdSe-M_i_B-K-POSCAR3.cif,1.830716,1.734382
1370-CdS-M_i_B-Nb-POSCAR0.cif,5.267837,5.055864
344-CdTe-M_i_A-S-POSCAR4.cif,4.452168,4.472438
1139-CdSe-M_i_neut-Cu-POSCAR8.cif,2.228888,2.254127
857-GeSn-M_B-Y-POSCAR4.cif,2.41792,2.394638
1041-CdSe-M_i_A-W-POSCAR8.cif,6.601506,6.537462
102-CdO-M_A-Rh-POSCAR4.cif,2.915673,2.826798
852-GeSn-M_A-Na-POSCAR4.cif,4.465356,4.424078
1335-CdS-M_i_B-Ca-POSCAR1.cif,3.236905,3.104646
239-InSb-Sb_i_B-POSCAR4-Neutral.cif,3.248013,3.138614
689-Si-M_i_A-C-POSCAR4.cif,6.377523,6.020087
62-Cd_Te0.750_Se0.250-Se_i-POSCAR2-Neutral.cif,3.34,3.228106
123-AlN-Al_N-POSCAR12-Neutral.cif,8.502789,8.434969
851-SiSn-M_i_neut-Ru-POSCAR7.cif,3.421384,3.391138
169-GaN-N_i_B-POSCAR2-Neutral.cif,9.591127,9.716953
475-CdTe-M_i_neut-Br-POSCAR28.cif,2.93785,2.876384
106-CdO-M_B-Nb-POSCAR6.cif,12.323942,12.869965
451-CdTe-M_i_neut-Ca-POSCAR6.cif,3.467463,3.396423
1187-CdS-M_A-I-POSCAR5.cif,5.397716,5.105198
1361-CdS-M_i_B-Cr-POSCAR4.cif,2.283278,2.309644
1413-CdS-M_i_neut-Sc-POSCAR26.cif,4.072133,4.006397
556-AlN-M_i_neut-Li-POSCAR17.cif,2.694589,2.466876
108-CdO-M_B-Sc-POSCAR11.cif,9.688998,9.839786
793-SnC-M_i_B-Si-POSCAR7.cif,9.324082,9.447869
1136-CdSe-M_i_neut-Cr-POSCAR13.cif,1.985464,1.945511
1426-CdS-M_i_neut-Mo-POSCAR16.cif,4.90878,4.749026
124-AlN-N_Al-POSCAR3-Neutral.cif,12.72,13.100144
1431-CdS-M_i_neut-Ag-POSCAR48.cif,2.439327,2.319418
1266-CdS-M_B-W-POSCAR3.cif,7.871143,7.661323
167-CdSe-M_B-Si-POSCAR7.cif,2.600183,2.479404
66-ZnSe-M_i_B-Fe-POSCAR10.cif,1.279838,1.125782
21-ZnO-M_i_neut-F-POSCAR7.cif,5.25974,5.228536
1037-CdSe-M_i_A-Ag-POSCAR4.cif,1.943048,1.859258
374-CdTe-M_i_A-W-POSCAR9.cif,6.86099,6.837817
1409-CdS-M_i_neut-F-POSCAR88.cif,1.919066,1.803782
1202-CdS-M_A-Rh-POSCAR1.cif,3.152585,2.989822
172-CdSe-M_i_A-Au-POSCAR4.cif,2.537327,2.448856
1211-CdS-M_A-Os-POSCAR5.cif,4.369957,4.185587
653-InAs-M_i_B-W-POSCAR5.cif,5.466696,5.378654
1052-CdSe-M_i_B-Be-POSCAR2.cif,2.663184,2.445657
661-InSb-M_i_A-Zr-POSCAR5.cif,3.054834,2.886554
1088-CdSe-M_i_B-Nb-POSCAR1.cif,4.403984,4.308419
33-Cd_Te0.375_Se0.625-Cd_Te-POSCAR1-Neutral.cif,4.89,5.74317
1083-CdSe-M_i_B-Ni-POSCAR2.cif,2.818405,2.742
1387-CdS-M_i_neut-Rb-POSCAR46.cif,3.711637,3.592274
1429-CdS-M_i_neut-Rh-POSCAR11.cif,3.207356,3.138042
335-CdTe-M_i_A-Ge-POSCAR2.cif,3.105528,3.123312
248-Ge-Ge_i_A-POSCAR0-Neutral.cif,3.651977,3.447994
47-ZnS-M_i_neut-Se-POSCAR1.cif,7.035821,6.930862
593-GaN-M_i_B-Mg-POSCAR6.cif,5.082469,4.794432
1100-CdSe-M_i_B-Pt-POSCAR2.cif,3.265341,3.145322
525-BP-M_i_neut-Ag-POSCAR9.cif,8.778335,8.568665
1401-CdS-M_i_neut-Pb-POSCAR21.cif,4.244784,4.148157
459-CdTe-M_i_neut-C-POSCAR12.cif,6.6649,6.681081
773-GeC-M_i_neut-Re-POSCAR6.cif,10.780386,10.581026
1371-CdS-M_i_B-Mo-POSCAR1.cif,4.724878,4.646617
160-AlSb-Sb_i_neut-POSCAR5-Neutral.cif,4.173141,4.091035
1143-CdSe-M_i_neut-Nb-POSCAR30.cif,4.3217,4.239767
341-CdTe-M_i_A-Sb-POSCAR4.cif,3.579018,3.639998
104-CdO-M_A-Rb-POSCAR2.cif,2.387113,4.084321
978-CdSe-M_B-Tc-POSCAR4.cif,5.812364,5.578429
189-CdSe-M_i_neut-Ca-POSCAR0.cif,3.375088,3.266194
309-GeSn-Sn_i_neut-POSCAR20-Neutral.cif,3.151293,2.993044
637-InP-M_A-Bi-POSCAR4.cif,1.564999,1.580738
1409-CdS-M_i_neut-F-POSCAR41.cif,2.056857,1.930959
536-BAs-M_i_neut-Te-POSCAR9.cif,12.430705,12.444934
1298-CdS-M_i_A-F-POSCAR1.cif,3.313135,3.314006
585-AlSb-M_i_neut-Na-POSCAR19.cif,3.592761,3.642527
563-AlP-M_i_B-I-POSCAR0.cif,12.33679,11.419116
122-AlN-V_N-POSCAR6-Neutral.cif,2.87,2.206491
27-ZnSe-Zn_i_neut-POSCAR27-Neutral.cif,2.769311,2.710334
1002-CdSe-M_i_A-Ga-POSCAR1.cif,1.64768,1.507486
452-CdTe-M_i_neut-Sr-POSCAR4.cif,4.062505,3.961481
1365-CdS-M_i_B-Ni-POSCAR1.cif,3.02071,2.926316
310-GeSn-Ge_i_A-POSCAR4-Neutral.cif,2.09,2.01829
1433-CdS-M_i_neut-Hf-POSCAR29.cif,3.343181,3.21314
169-CdSe-M_B-Ca-POSCAR0.cif,5.670543,5.670501
506-CdTe-M_i_neut-Hg-POSCAR33.cif,1.964283,1.908384
1399-CdS-M_i_neut-Ge-POSCAR54.cif,3.64263,3.5746
1112-CdSe-M_i_neut-B-POSCAR2.cif,5.469206,5.430337
74-ZnSe-M_i_neut-Hg-POSCAR9.cif,3.31443,3.143285
69-Cd_Te0.875_Se0.125-V_Se-POSCAR7-Neutral.cif,6.56,6.73633
1292-CdS-M_i_A-As-POSCAR1.cif,4.963887,4.870567
458-CdTe-M_i_neut-Tl-POSCAR42.cif,2.582264,2.523935
300-SiSn-Si_i_A-POSCAR4-Neutral.cif,2.924922,2.84042
289-SiGe-Ge_i_neut-POSCAR17-Neutral.cif,3.7,3.577593
1110-CdSe-M_i_neut-Sr-POSCAR8.cif,3.791699,3.666627
123-CdO-M_i_neut-Cd-POSCAR30.cif,2.315113,2.204324
478-CdTe-M_i_neut-Ti-POSCAR10.cif,0.86076,0.875917
1390-CdS-M_i_neut-Ca-POSCAR18.cif,4.014542,3.945144
1143-CdSe-M_i_neut-Nb-POSCAR16.cif,4.32263,4.243464
636-InN-M_i_neut-Be-POSCAR3.cif,1.068597,1.384656
25-ZnO-M_i_neut-Tc-POSCAR15.cif,7.394262,7.387486
1423-CdS-M_i_neut-Y-POSCAR6.cif,5.386899,5.291968
281-CdTe-M_B-S-POSCAR1.cif,1.143608,0.726869
114-CdO-M_i_A-Tc-POSCAR11.cif,6.827656,6.711256
227-InAs-In_i_neut-POSCAR13-Neutral.cif,3.103516,3.050581
299-SiSn-Sn_i_neut-POSCAR37-Neutral.cif,3.448084,3.368659
917-CdSe-M_A-Nb-POSCAR0.cif,2.357031,2.060591
419-CdTe-M_i_B-Fe-POSCAR0.cif,1.13392,0.96863
1417-CdS-M_i_neut-Mn-POSCAR65.cif,2.342623,2.25408
155-CdS-M_i_neut-Li-POSCAR5.cif,1.48208,1.357798
778-SnC-M_A-Pb-POSCAR3.cif,1.461677,4.057325
220-InP-P_i_neut-POSCAR2-Neutral.cif,3.978619,3.951211
841-SiSn-M_i_A-Sr-POSCAR0.cif,5.817226,5.08194
1141-CdSe-M_i_neut-Y-POSCAR12.cif,4.552664,4.429697
929-CdSe-M_A-Os-POSCAR1.cif,5.227063,4.950661
449-CdTe-M_i_neut-Be-POSCAR24.cif,3.3842,3.29055
263-GeC-V_Ge-POSCAR22-Neutral.cif,5.3641,5.828837
1395-CdS-M_i_neut-In-POSCAR0.cif,4.399221,4.272215
680-C-M_i_neut-Ni-POSCAR3.cif,14.772916,13.085222
661-InSb-M_i_A-Zr-POSCAR4.cif,3.078415,2.915635
654-InAs-M_i_B-Ta-POSCAR6.cif,4.894988,4.78699
502-CdTe-M_i_neut-Os-POSCAR3.cif,5.472739,5.342667
1149-CdSe-M_i_neut-La-POSCAR27.cif,4.67163,4.622821
848-SiSn-M_i_neut-K-POSCAR22.cif,4.864369,4.835778
41-Cd_Te0.500_Se0.500-Te_i-POSCAR2-Neutral.cif,3.02,2.912268
54-Cd_Te0.625_Se0.375-Cd_Se-POSCAR19-Neutral.cif,1.71,1.693462
1110-CdSe-M_i_neut-Sr-POSCAR22.cif,3.722889,3.60553
643-InP-M_i_B-Hf-POSCAR3.cif,5.363817,5.286614
956-CdSe-M_B-O-POSCAR2.cif,2.998132,2.976126
45-ZnS-M_i_B-Pd-POSCAR4.cif,3.227645,3.17184
1103-CdSe-M_i_neut-Li-POSCAR0.cif,1.293141,0.901965
1409-CdS-M_i_neut-F-POSCAR22.cif,2.075273,1.862066
178-CdSe-M_i_B-B-POSCAR8.cif,4.871931,4.7892
458-CdTe-M_i_neut-Tl-POSCAR1.cif,3.368999,3.194186
887-CdSe-M_A-B-POSCAR12.cif,3.014502,2.925424
147-AlAs-Al_i_neut-POSCAR23-Neutral.cif,4.195341,4.061085
1387-CdS-M_i_neut-Rb-POSCAR12.cif,3.753896,3.616387
1110-CdSe-M_i_neut-Sr-POSCAR12.cif,3.749136,3.66828
1084-CdSe-M_i_B-Cu-POSCAR0.cif,2.520687,2.234822
1399-CdS-M_i_neut-Ge-POSCAR39.cif,3.628258,3.54923
760-GeC-M_B-Au-POSCAR0.cif,12.440961,11.675744
1395-CdS-M_i_neut-In-POSCAR8.cif,4.018286,3.854368
1130-CdSe-M_i_neut-Cl-POSCAR47.cif,3.10059,3.007745
493-CdTe-M_i_neut-Rh-POSCAR4.cif,2.378153,2.302577
458-CdTe-M_i_neut-Tl-POSCAR2.cif,2.973258,2.818954
23-ZnSe-V_Se-POSCAR6-Neutral.cif,1.88,1.689427
96-ZnTe-M_i_neut-Sb-POSCAR8.cif,4.33997,4.220469
880-CdSe-M_A-Rb-POSCAR1.cif,3.016227,2.960284
1103-CdSe-M_i_neut-Li-POSCAR36.cif,0.947548,0.689125
264-CdTe-M_B-Ba-POSCAR7.cif,5.651612,5.622925
445-CdTe-M_i_neut-Na-POSCAR15.cif,1.469038,1.25764
441-CdTe-M_i_B-Pt-POSCAR0.cif,2.790483,2.683059
101-CdO-M_A-Ru-POSCAR0.cif,3.587854,3.46356
758-GeC-M_B-Li-POSCAR37.cif,9.950935,9.976377
499-CdTe-M_i_neut-Ta-POSCAR7.cif,5.58238,5.50949
371-CdTe-M_i_A-La-POSCAR8.cif,3.516078,3.340084
292-SiGe-Si_i_neut-POSCAR11-Neutral.cif,3.814843,3.679027
1432-CdS-M_i_neut-La-POSCAR14.cif,5.690439,5.579699
456-CdTe-M_i_neut-Ga-POSCAR10.cif,2.3114,2.257056
953-CdSe-M_B-As-POSCAR2.cif,1.83747,1.223871
1150-CdSe-M_i_neut-Hf-POSCAR31.cif,3.244986,3.287766
1397-CdS-M_i_neut-C-POSCAR13.cif,7.329627,7.356766
615-GaAs-M_i_neut-Zn-POSCAR12.cif,2.443212,2.358116
1431-CdS-M_i_neut-Ag-POSCAR28.cif,2.394927,2.325516
661-InSb-M_i_A-Zr-POSCAR0.cif,3.441088,3.474635
82-BN-V_N-POSCAR6-Neutral.cif,5.28926,5.919653
521-BP-M_i_A-W-POSCAR3.cif,7.848977,8.280833
998-CdSe-M_i_A-Sr-POSCAR4.cif,2.642607,2.443239
887-CdSe-M_A-B-POSCAR10.cif,3.336805,3.481607
71-Cd_Te0.875_Se0.125-Te_i-POSCAR1-Neutral.cif,2.83,2.604553
824-SiGe-M_i_neut-Hg-POSCAR14.cif,3.559779,3.509318
722-Sn-M_i_neut-Rh-POSCAR0.cif,2.517289,2.486835
160-AlSb-Sb_i_neut-POSCAR11-Neutral.cif,4.07,4.082798
1427-CdS-M_i_neut-Tc-POSCAR8.cif,4.788825,4.707994
33-ZnTe-V_Te-POSCAR1-Neutral.cif,2.410663,2.646287
213-InP-In_P-POSCAR1-Neutral.cif,2.26067,2.101793
403-CdTe-M_i_B-As-POSCAR0.cif,4.200796,4.239824
121-CdO-M_i_neut-Co-POSCAR6.cif,2.700578,2.623866
1409-CdS-M_i_neut-F-POSCAR52.cif,2.063792,1.899447
207-CdTe-M_A-C-POSCAR1.cif,5.708423,5.770767
479-CdTe-M_i_neut-V-POSCAR3.cif,-0.114725,-0.289673
1410-CdS-M_i_neut-Cl-POSCAR76.cif,3.979637,3.889013
576-AlAs-M_i_neut-Ru-POSCAR11.cif,5.3146,5.209503
147-CdS-M_i_B-Ir-POSCAR4.cif,4.766621,4.668383
29-ZnS-M_A-Bi-POSCAR14.cif,4.01511,3.859325
653-InAs-M_i_B-W-POSCAR0.cif,5.67262,5.616474
187-GaAs-Ga_i_neut-POSCAR29-Neutral.cif,3.537616,3.474429
1149-CdSe-M_i_neut-La-POSCAR8.cif,4.763748,4.689324
664-InSb-M_i_B-Nb-POSCAR0.cif,4.0337,4.015432
437-CdTe-M_i_B-W-POSCAR1.cif,6.508491,6.53327
158-CdS-M_i_neut-S-POSCAR3.cif,5.434137,4.907989
837-SiSn-M_i_A-Tc-POSCAR0.cif,3.77663,3.369949
800-SnC-M_i_neut-Cd-POSCAR25.cif,6.932482,6.949798
16-ZnO-M_i_B-Os-POSCAR1.cif,10.186022,9.549903
1140-CdSe-M_i_neut-Zn-POSCAR50.cif,2.259771,2.165358
587-GaN-M_A-Bi-POSCAR5.cif,4.497425,4.499922
123-CdO-M_i_neut-Cd-POSCAR60.cif,2.314645,2.082982
241-C-V_C-POSCAR0-Neutral.cif,7.400004,6.178808
1296-CdS-M_i_A-Se-POSCAR1.cif,5.468042,5.351326
1324-CdS-M_i_A-Os-POSCAR6.cif,6.592174,6.540453
1136-CdSe-M_i_neut-Cr-POSCAR54.cif,1.982061,1.95065
282-CdTe-M_B-Se-POSCAR0.cif,0.194008,0.018462
67-Cd_Te0.875_Se0.125-V_Cd-POSCAR4-Neutral.cif,2.62,2.528801
355-CdTe-M_i_A-Mn-POSCAR2.cif,1.109125,1.057827
76-Cd_Te0.875_Se0.125-Se_Cd-POSCAR2-Neutral.cif,1.08,0.136256
21-ZnO-M_i_neut-F-POSCAR20.cif,5.250598,5.265761
585-AlSb-M_i_neut-Na-POSCAR20.cif,3.532249,3.603797
1114-CdSe-M_i_neut-Ga-POSCAR4.cif,2.222176,2.133601
1129-CdSe-M_i_neut-F-POSCAR2.cif,3.205222,3.190824
185-CdSe-M_i_neut-Ag-POSCAR41.cif,1.628714,1.514316
191-GaSb-V_Ga-POSCAR2-Neutral.cif,2.298228,2.583964
489-CdTe-M_i_neut-Nb-POSCAR29.cif,4.489933,4.371307
268-GeC-C_i_B-POSCAR32-Neutral.cif,9.797215,9.752892
1070-CdSe-M_i_B-O-POSCAR5.cif,4.813245,4.687359
1391-CdS-M_i_neut-Sr-POSCAR1.cif,4.958958,4.847086
441-CdTe-M_i_B-Pt-POSCAR2.cif,2.775431,2.741693
177-GaP-Ga_i_neut-POSCAR18-Neutral.cif,4.503409,4.43499
263-GeC-V_Ge-POSCAR31-Neutral.cif,5.348088,5.927721
27-ZnSe-Zn_i_neut-POSCAR20-Neutral.cif,2.789124,2.640771
1438-CdS-M_i_neut-Ir-POSCAR6.cif,4.140784,4.029776
138-AlP-P_i_A-POSCAR0-Neutral.cif,6.242047,6.047329
1410-CdS-M_i_neut-Cl-POSCAR28.cif,3.99518,3.898462
850-SiSn-M_i_neut-Sc-POSCAR3.cif,2.712493,2.67933
158-CdS-M_i_neut-S-POSCAR0.cif,5.977073,5.305469
751-SiC-M_i_neut-Fe-POSCAR15.cif,3.554095,3.536579
207-InN-In_i_neut-POSCAR18-Neutral.cif,4.769385,4.547057
277-CdTe-M_B-As-POSCAR4.cif,0.831873,0.342858
1300-CdS-M_i_A-Br-POSCAR2.cif,4.448117,4.386636
1143-CdSe-M_i_neut-Nb-POSCAR6.cif,4.578115,4.507528
643-InP-M_i_B-Hf-POSCAR7.cif,5.157739,5.22421
1295-CdS-M_i_A-O-POSCAR10.cif,4.279532,4.185073
1322-CdS-M_i_A-W-POSCAR7.cif,6.72477,6.69275
639-InP-M_B-F-POSCAR0.cif,2.206484,2.255046
1298-CdS-M_i_A-F-POSCAR4.cif,2.437848,1.792305
912-CdSe-M_A-Co-POSCAR6.cif,4.3291,4.279038
54-Cd_Te0.625_Se0.375-Cd_Se-POSCAR4-Neutral.cif,1.73,1.712265
1106-CdSe-M_i_neut-Rb-POSCAR28.cif,3.117769,3.048047
250-Sn-V_Sn-POSCAR16-Neutral.cif,1.678565,1.642971
912-CdSe-M_A-Co-POSCAR5.cif,4.336072,4.244953
282-SnC-Sn_i_neut-POSCAR11-Neutral.cif,10.41132,10.331648
660-InSb-M_B-As-POSCAR6.cif,0.092464,0.059879
1134-CdSe-M_i_neut-Ti-POSCAR6.cif,3.362241,3.366162
1436-CdS-M_i_neut-Re-POSCAR0.cif,6.912225,6.708381
1263-CdS-M_B-La-POSCAR0.cif,8.787855,8.626118
1412-CdS-M_i_neut-I-POSCAR13.cif,5.176106,5.076302
1432-CdS-M_i_neut-La-POSCAR4.cif,5.678989,5.653584
155-CdS-M_i_neut-Li-POSCAR6.cif,1.459784,1.366397
1149-CdSe-M_i_neut-La-POSCAR0.cif,5.545353,5.278926
723-Sn-M_i_neut-Sn-POSCAR13.cif,2.398712,2.287309
757-GeC-M_B-Bi-POSCAR5.cif,7.456555,7.380017
1169-CdS-M_A-B-POSCAR1.cif,5.099423,4.969275
1238-CdS-M_B-Sb-POSCAR4.cif,1.616299,1.463571
1271-CdS-M_B-Au-POSCAR2.cif,2.614057,2.543697
74-Cd_Te0.875_Se0.125-Cd_Se-POSCAR13-Neutral.cif,6.03,6.040541
506-CdTe-M_i_neut-Hg-POSCAR4.cif,1.902173,1.860663
295-CdTe-M_B-Ni-POSCAR0.cif,1.174198,0.84067
304-CdTe-M_B-Rh-POSCAR1.cif,3.451268,3.217404
217-InP-In_i_neut-POSCAR6-Neutral.cif,4.128652,4.137323
453-CdTe-M_i_neut-Ba-POSCAR25.cif,4.478255,4.303716
1422-CdS-M_i_neut-Zn-POSCAR22.cif,2.836784,2.739548
586-AlSb-M_i_neut-F-POSCAR8.cif,2.791747,2.886393
584-AlSb-M_i_B-B-POSCAR1.cif,4.804801,4.815824
451-CdTe-M_i_neut-Ca-POSCAR37.cif,3.483212,3.434316
1026-CdSe-M_i_A-Ni-POSCAR5.cif,3.211619,3.194352
970-CdSe-M_B-Co-POSCAR0.cif,5.860412,5.852708
640-InP-M_B-Ba-POSCAR1.cif,7.721489,7.510041
985-CdSe-M_B-W-POSCAR4.cif,8.29788,8.445018
1084-CdSe-M_i_B-Cu-POSCAR1.cif,2.412356,2.312294
488-CdTe-M_i_neut-Zr-POSCAR18.cif,3.975328,3.964826
728-SiC-M_A-Os-POSCAR2.cif,5.110576,4.881823
509-BN-M_B-F-POSCAR1.cif,9.041564,7.926189
1357-CdS-M_i_B-Br-POSCAR3.cif,4.963057,4.91308
217-CdTe-M_A-O-POSCAR2.cif,6.114486,6.103671
25-ZnO-M_i_neut-Tc-POSCAR13.cif,7.396331,7.380537
1114-CdSe-M_i_neut-Ga-POSCAR18.cif,2.281301,2.137453
237-InSb-In_i_neut-POSCAR15-Neutral.cif,2.322377,2.309862
21-ZnO-M_i_neut-F-POSCAR6.cif,5.265646,5.267534
955-CdSe-M_B-Bi-POSCAR2.cif,1.428745,1.317052
473-CdTe-M_i_neut-F-POSCAR11.cif,2.836381,2.773132
437-CdTe-M_i_B-W-POSCAR2.cif,6.455527,6.440179
122-AlN-V_N-POSCAR5-Neutral.cif,2.879624,2.22588
584-AlSb-M_i_B-B-POSCAR3.cif,4.782361,4.805711
82-ZnTe-M_B-Se-POSCAR4.cif,-0.255728,-0.769355
801-SnC-M_i_neut-Br-POSCAR22.cif,10.52246,10.651101
173-CdSe-M_i_A-F-POSCAR2.cif,3.013966,2.783127
53-CdS-V_S-POSCAR1-Neutral.cif,2.084773,1.953646
1432-CdS-M_i_neut-La-POSCAR25.cif,5.601036,5.546855
167-GaN-Ga_i_neut-POSCAR16-Neutral.cif,8.774102,8.653266
167-GaN-Ga_i_neut-POSCAR15-Neutral.cif,8.775236,8.644024
692-Si-M_i_neut-Sr-POSCAR10.cif,6.397273,6.251602
331-CdTe-M_i_A-In-POSCAR2.cif,2.021052,2.041748
408-CdTe-M_i_B-Se-POSCAR6.cif,4.249286,4.213554
1302-CdS-M_i_A-Sc-POSCAR2.cif,4.58982,4.54429
316-CdTe-M_B-Au-POSCAR2.cif,1.920305,1.936597
797-SnC-M_i_neut-Na-POSCAR5.cif,7.380389,7.412388
304-GeSn-V_Sn-POSCAR34-Neutral.cif,2.462241,2.399649
253-SiC-V_Si-POSCAR5-Neutral.cif,7.622336,7.708923
891-CdSe-M_A-Si-POSCAR0.cif,2.261646,2.217357
848-SiSn-M_i_neut-K-POSCAR10.cif,4.91162,4.870509
1074-CdSe-M_i_B-Br-POSCAR6.cif,4.138692,4.37243
354-CdTe-M_i_A-Cr-POSCAR5.cif,-0.764665,-1.041474
932-CdSe-M_A-Au-POSCAR3.cif,3.377998,3.098467
1212-CdS-M_A-Ir-POSCAR0.cif,4.129487,3.834611
1229-CdS-M_B-Tl-POSCAR3.cif,2.934269,2.815948
894-CdSe-M_A-N-POSCAR7.cif,6.000782,6.159181
122-CdO-M_i_neut-K-POSCAR19.cif,2.826327,2.701136
1409-CdS-M_i_neut-F-POSCAR74.cif,1.998079,1.847328
22-Cd_Te0.250_Se0.750-Se_i-POSCAR7-Neutral.cif,2.67,2.581587
1106-CdSe-M_i_neut-Rb-POSCAR41.cif,3.060573,3.009115
281-SnC-Sn_i_B-POSCAR4-Neutral.cif,9.888779,10.031651
1273-CdS-M_i_A-Li-POSCAR3.cif,1.28323,1.18259
43-Cd_Te0.500_Se0.500-Cd_Te-POSCAR1-Neutral.cif,1.96,1.849546
74-ZnSe-M_i_neut-Hg-POSCAR5.cif,3.464701,3.415625
312-CdTe-M_B-Re-POSCAR0.cif,6.785167,6.938375
792-SnC-M_i_B-C-POSCAR4.cif,7.997481,7.093894
1283-CdS-M_i_A-Ga-POSCAR0.cif,2.37589,2.394157
1203-CdS-M_A-Pd-POSCAR0.cif,3.783663,3.731277
74-Cd_Te0.875_Se0.125-Cd_Se-POSCAR22-Neutral.cif,6.01,5.999181
1294-CdS-M_i_A-Bi-POSCAR0.cif,5.482119,5.38753
849-SiSn-M_i_neut-Tl-POSCAR7.cif,5.013629,4.888661
565-AlP-M_i_neut-Pb-POSCAR4.cif,7.612007,7.462962
398-CdTe-M_i_B-Ge-POSCAR4.cif,3.123544,3.100281
1147-CdSe-M_i_neut-Rh-POSCAR4.cif,3.17743,3.079798
555-AlN-M_i_neut-Si-POSCAR16.cif,11.159474,11.125744
758-GeC-M_B-Li-POSCAR12.cif,9.94593,9.960411
262-SiC-Si_i_neut-POSCAR10-Neutral.cif,10.420626,10.317533
32-ZnTe-Te_Zn-POSCAR9-Neutral.cif,5.331735,5.289154
187-GaAs-Ga_i_neut-POSCAR31-Neutral.cif,3.53246,3.464503
267-GeC-C_i_A-POSCAR3-Neutral.cif,9.07874,8.962488
1141-CdSe-M_i_neut-Y-POSCAR5.cif,4.539579,4.44854
448-CdTe-M_i_neut-Cs-POSCAR2.cif,4.815685,4.627109
253-SiC-V_Si-POSCAR4-Neutral.cif,7.63265,7.732876
1447-ZnTe-M_A-Sc-POSCAR3.cif,0.454734,0.266085
54-CdS-Cd_S-POSCAR4-Neutral.cif,2.52,2.59414
301-SiSn-Si_i_B-POSCAR1-Neutral.cif,4.005733,3.984686
1292-CdS-M_i_A-As-POSCAR0.cif,5.157336,5.03885
781-SnC-M_A-Be-POSCAR0.cif,3.881365,3.479487
804-SiGe-M_A-Hf-POSCAR2.cif,3.46693,3.259426
334-CdTe-M_i_A-Si-POSCAR3.cif,3.789446,3.789108
1082-CdSe-M_i_B-Co-POSCAR2.cif,4.149375,4.060615
16-ZnO-M_i_B-Os-POSCAR0.cif,13.532032,11.07015
1161-CdS-M_A-K-POSCAR5.cif,2.137087,2.126682
819-SiGe-M_i_B-As-POSCAR2.cif,5.08109,4.736236
1410-CdS-M_i_neut-Cl-POSCAR97.cif,3.98319,3.887334
52-Cd_Te0.625_Se0.375-Se_i-POSCAR5-Neutral.cif,3.85,3.758177
90-ZnTe-M_i_A-Ca-POSCAR0.cif,4.097381,3.735215
314-CdTe-M_B-Ir-POSCAR4.cif,3.947498,3.901525
463-CdTe-M_i_neut-Pb-POSCAR6.cif,3.336071,3.235688
191-CdSe-M_i_neut-Se-POSCAR5.cif,4.251912,4.145499
455-CdTe-M_i_neut-Al-POSCAR21.cif,3.052443,2.949905
573-AlAs-M_i_B-C-POSCAR4.cif,7.193839,7.100571
1297-CdS-M_i_A-Te-POSCAR4.cif,5.779881,5.759267
275-CdTe-M_B-N-POSCAR1.cif,-2.572985,-3.166687
